id,neighborhood,category,name,street_address,city,state,zip,phone,website,hours,notes,full_address,latitude,longitude,geocode_provider,geocode_display_name,geocode_confidence_note,geocode_timestamp_utc
112,ROSLINDALE,FOOD PANTRIES,Resurrection Lutheran Church,94 Warren St,Roxbury,MA,02119,(617) 427-2066,,,,"94 Warren St, Roxbury, MA 02119",42.3272681,-71.0827071,openstreetmap_nominatim,"Resurrection Lutheran Church, 94, Warren Street, Nubian Square, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:27.601241+00:00
113,ROSLINDALE,FOOD PANTRIES,Fair Foods at Yawkey,115 Warren St,Roxbury,MA,02119,(617) 427-6050,,Tue 4:30 - 5:30pm,Boys and Girls Club,"115 Warren St, Roxbury, MA 02119",42.326771,-71.08376,openstreetmap_nominatim,"Yawkey Club of Roxbury, 115, Warren Street, Nubian Square, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:28.689576+00:00
114,ROSLINDALE,FOOD PANTRIES,Twelfth Baptist Church,160 Warren St,Roxbury,MA,02119,(617) 442-7855,,Tue 12:30 - 1:30pm,,"160 Warren St, Roxbury, MA 02119",42.3253778,-71.0827824,openstreetmap_nominatim,"160, Warren Street, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:29.780719+00:00
115,ROSLINDALE,FOOD PANTRIES,Boston Treatment Ctr.,56 Dale St,Roxbury,MA,02119,(617) 445-7525,,,Eliot Congregational Church,"56 Dale St, Roxbury, MA 02119",42.321185,-71.085573,openstreetmap_nominatim,"56, Dale Street, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:30.875460+00:00
116,ROSLINDALE,FOOD PANTRIES,Church of God of Prophecy,270 Warren St,Roxbury,MA,02119,(617) 427-7766,,,,"270 Warren St, Roxbury, MA 02119",42.3219344,-71.0818719,openstreetmap_nominatim,"270, Warren Street, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:31.961227+00:00
117,ROSLINDALE,FOOD PANTRIES,American Red Cross,1033 Massachusetts Ave,Boston,MA,02118,(617) 375-0735,,"Wed & Sat, 9am - 12pm",,"1033 Massachusetts Ave, Boston, MA 02118",42.3271497,-71.067652,openstreetmap_nominatim,"Liquor Land, 1033, Massachusetts Avenue, Roxbury, Boston, Suffolk County, Massachusetts, 02118, United States",Top Nominatim match,2026-02-21T22:26:33.048293+00:00
118,ROSLINDALE,FOOD PANTRIES,Emmanuel Temple Church,471 Warren St,Dorchester,MA,02121,(617) 442-8500,,"1st Wed, 2 - 3:30pm",,"471 Warren St, Dorchester MA 02121",,,openstreetmap_nominatim,,No match returned,2026-02-21T22:26:34.131744+00:00
119,ROSLINDALE,FOOD PANTRIES,Charles Street A.M.E. Church,551 Warren St,Dorchester,MA,02121,(617) 442-7770,,"1st & 3rd Thu, 12 - 2pm",,"551 Warren St, Dorchester MA 02121",,,openstreetmap_nominatim,,No match returned,2026-02-21T22:26:35.209203+00:00
120,ROSLINDALE,FOOD PANTRIES,ABCD Roxbury/North Dorchester,565 Warren St,Dorchester,MA,02121,(617) 442-5900,,"Mon - Thu, 10am - 1pm",Neighborhood Opportunity Center,"565 Warren St, Dorchester, MA 02121",,,openstreetmap_nominatim,,No match returned,2026-02-21T22:26:36.273945+00:00
121,ROSLINDALE,FOOD PANTRIES,Berea Church Pantry,108 Seaver St,Dorchester,MA,02121,(617) 427-2201,,"1st & 3rd Thu, 9:30 - 11:30am",,"108 Seaver St, Dorchester MA 02121",,,openstreetmap_nominatim,,No match returned,2026-02-21T22:26:37.354780+00:00
122,ROSLINDALE,FOOD PANTRIES,St. Mary of the Angels,377 Walnut Ave,Roxbury,MA,02119,(617) 833-1898,,Wed 5 - 6:30pm,,"377 Walnut Ave, Roxbury, MA 02119",42.3137401,-71.0951019,openstreetmap_nominatim,"377, Walnut Avenue, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:38.440328+00:00
123,ROSLINDALE,FOOD PANTRIES,Grace and Hope Mission,1900 Columbus Ave,Roxbury,MA,02119,(617) 442-7579,,Tue 11am - 12pm,,"1900 Columbus Ave, Roxbury, MA 02119",42.3171639,-71.0979939,openstreetmap_nominatim,"1900, Columbus Avenue, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:39.519845+00:00
124,ROSLINDALE,FOOD PANTRIES,ABCD/Parker Hill Fenway,714 Parker St,Roxbury Crossing,MA,02120,(617) 445-6000,,"Mon, Thu & Fri, 9am - 12:30pm",Neighborhood Service Ctr. | FARMERS MARKETS | ACCEPTING SNAP/HIP,"714 Parker St, Roxbury Crossing, MA 02120",,,openstreetmap_nominatim,,No match returned,2026-02-21T22:26:40.593811+00:00
125,ROSLINDALE,FOOD PANTRIES,NUBIA Farmers Market,100 Malcolm X Blvd,Roxbury Crossing,MA,02120,,,"Fri 12 - 3pm, July 6 - Oct 30",,"100 Malcolm X Blvd, Roxbury Crossing, MA 02120",42.3309021,-71.0933788,openstreetmap_nominatim,"Islamic Society of Boston Cultural Center, 100, Malcolm X Boulevard, Roxbury Crossing, Roxbury, Boston, Suffolk County, Massachusetts, 02120, United States",Top Nominatim match,2026-02-21T22:26:41.670865+00:00
126,ROSLINDALE,FOOD PANTRIES,Dudley Town Common,1 Blue Hill Ave.,Roxbury,MA,02119,,,"Thu 3 - 7pm, June 14 - Nov 1",Farmers Market,"1 Blue Hill Ave., Roxbury MA 02119",42.325215,-71.07524,openstreetmap_nominatim,"1, Blue Hill Avenue, Nubian Square, Grove Hall, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:42.758060+00:00
127,ROSLINDALE,FOOD PANTRIES,Roxbury Crossing Farmers Market,Roxbury,,MA,,,,"Tu & Fri, 12pm - 7pm",Tremont St. & Columbus Ave. | June 26 - Nov 20,"Roxbury, MA 02120",42.3289067,-71.0850853,openstreetmap_nominatim,"Roxbury, Boston, Suffolk County, Massachusetts, United States",Top Nominatim match,2026-02-21T22:26:43.846736+00:00
128,ROSLINDALE,FOOD PANTRIES,Brigham Circle Farmers Market,Roxbury,,MA,,,,"Thu, 11am - 6pm, June 28 - Nov 27",Tremont & Francis St.,"Roxbury, MA 02120",42.3289067,-71.0850853,openstreetmap_nominatim,"Roxbury, Boston, Suffolk County, Massachusetts, United States",Cached result,2026-02-21T22:26:44.849865+00:00
129,ROSLINDALE,SENIOR DINING SITES,Kit Clark at Roxbury Alianza,63 Parker Hill Ave,Boston,MA,02120,(617) 825-5000,,"Mon - Fri, 11am - 1pm",,"63 Parker Hill Ave, Boston, MA 02120",42.3303481,-71.1093947,openstreetmap_nominatim,"63, Parker Hill Avenue, Mission Hill, Boston, Suffolk County, Massachusetts, 02120, United States",Top Nominatim match,2026-02-21T22:26:44.957541+00:00
130,ROSLINDALE,SENIOR DINING SITES,Kit Clark at Roxbury,25 Ruggles St,Roxbury,MA,02119,(617) 825-5000,,"Mon - Fri, 11am - 1pm",,"25 Ruggles St, Roxbury, MA 02119",42.3319338,-71.08323,openstreetmap_nominatim,"25, Ruggles Street, Nubian Square, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:46.034153+00:00
131,ROSLINDALE,SENIOR DINING SITES,Kit Clark People’s Baptist Church,134 Camden St,Boston,MA,02118,(617) 825-5000,,Thu 11am - 1pm,,"134 Camden St, Boston, MA 02118",42.3382159,-71.0818658,openstreetmap_nominatim,"134, Camden Street, South End, Boston, Suffolk County, Massachusetts, 02118, United States",Cached result,2026-02-21T22:26:47.040594+00:00
132,ROSLINDALE,SENIOR DINING SITES,Kit Clark Roxbury at St Patrick’s,400 Dudley St,Boston,MA,02119,(617) 825-5000,,Tue 11am - 1pm,,"400 Dudley St, Boston, MA 02119",42.324516,-71.074397,openstreetmap_nominatim,"400, Dudley Street, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:47.118197+00:00
133,ROSLINDALE,SENIOR DINING SITES,Kit Clark at Roxbury,237 Walnut Ave,Roxbury,MA,02119,(617) 825-5000,,Fri 11am - 1pm,AFFORDABLE FRUIT & | VEGETABLE SOURCES,"237 Walnut Ave, Roxbury, MA 02119",42.3189029,-71.091034,openstreetmap_nominatim,"237, Walnut Avenue, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:48.221067+00:00
134,ROSLINDALE,SENIOR DINING SITES,Fair Foods at,115 Warren St,Roxbury,MA,02119,(617) 288-6185,,Tue 4:30 - 5:30pm,Yawkey Boys & Girls Club,"115 Warren St, Roxbury, MA 02119",42.326771,-71.08376,openstreetmap_nominatim,"Yawkey Club of Roxbury, 115, Warren Street, Nubian Square, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Cached result,2026-02-21T22:26:49.231809+00:00
135,ROSLINDALE,SENIOR DINING SITES,Fair Foods at Salvation Army,23 Vernon St,Roxbury,MA,02119,(617) 288-6185,,Tue 2:30 - 3:30pm,,"23 Vernon St, Roxbury, MA 02119",42.3308783,-71.0846435,openstreetmap_nominatim,"23;27;29, Vernon Street, Nubian Square, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:49.292996+00:00
136,ROSLINDALE,SENIOR DINING SITES,Fair Foods at,10 Putnam St,Boston,MA,02119,(617) 288-6185,,Sat 11am - 2pm,First Church of Roxbury,"10 Putnam St, Boston, MA 02119",42.3298838,-71.0891574,openstreetmap_nominatim,"10, Putnam Street, Roxbury Crossing, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:50.390570+00:00
137,ROSLINDALE,SENIOR DINING SITES,Fair Foods at,180 Ruggles St,Boston,MA,02120,(617) 288-6185,,Thu 4 - 5pm,Whittier Street Apt.,"180 Ruggles St, Boston, MA 02120",42.3341166,-71.0878256,openstreetmap_nominatim,"180, Ruggles Street, Roxbury Crossing, Roxbury, Boston, Suffolk County, Massachusetts, 02115, United States",Top Nominatim match,2026-02-21T22:26:51.476933+00:00
138,ROSLINDALE,SENIOR DINING SITES,Fair Foods at,1481 Tremont St,Boston,MA,02120,(617) 288-6185,,Wed 4:30 - 5:30pm,Tobin Community Ctr.,"1481 Tremont St, Boston, MA 02120",42.332023,-71.098017,openstreetmap_nominatim,"1481, Tremont Street, Mission Hill, Boston, Suffolk County, Massachusetts, 02120, United States",Top Nominatim match,2026-02-21T22:26:52.603345+00:00
139,ROSLINDALE,SENIOR DINING SITES,Fair Foods at Roxbury Tenants,805 Huntington Ave,Boston,MA,02115,(617) 288-6185,,"4th Fri, 3 - 4pm",,"805 Huntington Ave, Boston, MA 02115",42.3331774,-71.1081597,openstreetmap_nominatim,"805, Huntington Avenue, Mission Hill, Boston, Suffolk County, Massachusetts, 02115, United States",Top Nominatim match,2026-02-21T22:26:53.679696+00:00
140,ROSLINDALE,SENIOR DINING SITES,Fair Foods at Walnut Park Apt.,1990 Columbus Ave,Roxbury,MA,02119,(617) 288-6185,,Sat 11am - 1pm,,"1990 Columbus Ave, Roxbury, MA 02119",42.3153241,-71.0972086,openstreetmap_nominatim,"Walnut Park Apartments, 1990, Columbus Avenue, Walnut Park Apartments, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:54.754859+00:00
141,ROSLINDALE,SENIOR DINING SITES,Daily Table - Roxbury,2201 Washington Street,Roxbury,MA,02119,,,,617-516-8174,"2201 Washington Street, Roxbury, MA 02119",42.3311638,-71.0831539,openstreetmap_nominatim,"2201, Washington Street, Nubian Square, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States",Top Nominatim match,2026-02-21T22:26:55.846818+00:00
142,SOUTH BOSTON,FOOD PANTRIES,Fourth Presbyterian Church,340 Dorchester St,South Boston,MA,02127,(617) 268-1281,,,,"340 Dorchester St, South Boston MA 02127",42.3306683,-71.0540472,openstreetmap_nominatim,"Fourth Presbyterian Church, 340, Dorchester Street, South Boston, Boston, Suffolk County, Massachusetts, 01125, United States",Top Nominatim match,2026-02-21T22:26:56.932778+00:00
143,SOUTH BOSTON,FOOD PANTRIES,St. Augustine’s - St. Monica’s,331 Old Colony Ave,South Boston,MA,02127,(617) 268-1230,,Wed 12:30 - 1:30pm,,"331 Old Colony Ave, South Boston, MA 02127",42.3295369,-71.052782,openstreetmap_nominatim,"331, Old Colony Avenue, South Boston, Boston, Suffolk County, Massachusetts, 02127, United States",Top Nominatim match,2026-02-21T22:26:58.012680+00:00
144,SOUTH BOSTON,FOOD PANTRIES,St. Vincent de Paul Parish,363 E St,South Boston,MA,02127,(617) 268-8100,,,FARMERS MARKETS | ACCEPTING SNAP/HIP,"363 E St, South Boston MA 02127",42.338705,-71.048064,openstreetmap_nominatim,"363, E Street, Dorchester Heights, South Boston, Boston, Suffolk County, Massachusetts, 02127, United States",Top Nominatim match,2026-02-21T22:26:59.091072+00:00
145,SOUTH BOSTON,FOOD PANTRIES,South Boston Farmers Market,South Boston,,MA,,,,"Mon, 12 - 6pm, June 4 - Oct 29","446 West Broadway,","South Boston, MA 02127",42.3334312,-71.0494949,openstreetmap_nominatim,"South Boston, Boston, Suffolk County, Massachusetts, United States",Top Nominatim match,2026-02-21T22:27:00.191666+00:00
146,SOUTH BOSTON,SENIOR DINING SITES,Kit Clark at Curley,1663 Columbia Rd,Boston,MA,02127,(617) 825-5000,,"Mon - Fri, 11am - 1pm",,"1663 Columbia Rd, Boston, MA 02127",42.3292211,-71.0367674,openstreetmap_nominatim,"Curley Comunity Center, 1663, Columbia Road, Dorchester Heights, South Boston, Boston, Suffolk County, Massachusetts, 02127, United States",Top Nominatim match,2026-02-21T22:27:01.284229+00:00
147,SOUTH BOSTON,SENIOR DINING SITES,Kit Clark at Neighborhood House,136 H St,Boston,MA,02127,(617) 825-5000,,"Mon, Wed & Fri, 11am - 1pm",AFFORDABLE FRUIT & | VEGETABLE SOURCES,"136 H St, Boston, MA 02127",42.3331801,-71.0412155,openstreetmap_nominatim,"136, H Street, Dorchester Heights, South Boston, Boston, Suffolk County, Massachusetts, 02127, United States",Top Nominatim match,2026-02-21T22:27:02.361738+00:00
148,SOUTH BOSTON,SENIOR DINING SITES,Fair Foods at West,115 Orton Marotta Way,Boston,MA,02127,(617) 288-6185,,Tue 1:30 - 2:30pm,Broadway Task Force,"115 Orton Marotta Way, Boston, MA 02127",42.3378846,-71.0548742,openstreetmap_nominatim,"115, Orton-Marotta Way, West Broadway Homes, South Boston, Boston, Suffolk County, Massachusetts, 02127, United States",Top Nominatim match,2026-02-21T22:27:03.441551+00:00
149,SOUTH BOSTON,SENIOR DINING SITES,Fair Foods at,345 Old Colony Ave,Boston,MA,02127,(617) 288-6185,,Fri 2:30 - 3:30pm,McCormack Task Force,"345 Old Colony Ave, Boston, MA 02127",42.3287846,-71.0529184,openstreetmap_nominatim,"345, Old Colony Avenue, South Boston, Boston, Suffolk County, Massachusetts, 01125, United States",Top Nominatim match,2026-02-21T22:27:04.527844+00:00
150,SOUTH BOSTON,SENIOR DINING SITES,Fair Foods at,1000 Massachusetts Ave,Boston,MA,02118,(617) 288-6185,,"Alt. Wed, 11am - 12pm",La Alianza Hispana,"1000 Massachusetts Ave, Boston, MA 02118",42.3278598,-71.0675624,openstreetmap_nominatim,"1000, Massachusetts Avenue, Dorchester, Boston, Suffolk County, Massachusetts, 02118, United States",Top Nominatim match,2026-02-21T22:27:05.611390+00:00
151,SOUTH BOSTON,MEAL SITES,Southampton St. Shelter,112 Southampton St,Boston,MA,02118,(617) 534-6100,,Mon - Sun,,"112 Southampton St, Boston, MA 02118",42.3324262,-71.0691465,openstreetmap_nominatim,"Southampton Street Shelter, 110;112, Southampton Street, Dorchester, Boston, Suffolk County, Massachusetts, 02118, United States",Top Nominatim match,2026-02-21T22:27:06.693073+00:00
152,SOUTH END,FOOD PANTRIES,Boston Medical Ctr.,850 Harrison Avenue,Boston,MA,02118,(617) 414-3834,,"Mon - Fri, 10am - 4pm",,"850 Harrison Avenue, Boston, MA 02118",42.3344288,-71.0740944,openstreetmap_nominatim,"Yawkey, 850, Harrison Avenue, South End, Boston, Suffolk County, Massachusetts, 02118, United States",Top Nominatim match,2026-02-21T22:27:07.820076+00:00
153,SOUTH END,FOOD PANTRIES,Project Place,1145 Washington St,Boston,MA,02118,(617) 542-3740,,,,"1145 Washington St, Boston, MA 02118",42.3439187,-71.0662406,openstreetmap_nominatim,"1145, Washington Street, South End, Boston, Suffolk County, Massachusetts, 02118, United States",Top Nominatim match,2026-02-21T22:27:08.901301+00:00
154,SOUTH END,FOOD PANTRIES,Salvation Army,1500 Washington St,Boston,MA,02118,(617) 236-7233,,,,"1500 Washington St, Boston, MA 02118",42.3397583,-71.0718055,openstreetmap_nominatim,"Salvation Army, 1500, Washington Street, South End, Boston, Suffolk County, Massachusetts, 02118, United States",Top Nominatim match,2026-02-21T22:27:09.996247+00:00
155,SOUTH END,FOOD PANTRIES,Union United Methodist Church,485 Columbus Ave,Boston,MA,02118,(617) 287-1020,,,,"485 Columbus Ave, Boston, MA 02118",42.343177,-71.078756,openstreetmap_nominatim,"485, Columbus Avenue, South End, Boston, Suffolk County, Massachusetts, 02118, United States",Top Nominatim match,2026-02-21T22:27:11.081122+00:00
156,SOUTH END,FOOD PANTRIES,ABCD/ South End,554 Columbus Ave,Boston,MA,02118,(617) 267-7400,,,Neighborhood Action Program,"554 Columbus Ave, Boston, MA 02118",42.3411552,-71.0806596,openstreetmap_nominatim,"554, Columbus Avenue, South End, Boston, Suffolk County, Massachusetts, 02199, United States",Top Nominatim match,2026-02-21T22:27:12.173836+00:00
157,SOUTH END,FOOD PANTRIES,CAB Health & Recovery Services,784 Massachusetts Ave.,Boston,MA,02118,(617) 226-3246,,"Mon - Sun, 6:30am - 6pm",,"784 Massachusetts Ave., Boston, MA 02118",42.335143,-71.075088,openstreetmap_nominatim,"784, Massachusetts Avenue, South End, Boston, Suffolk County, Massachusetts, 02118, United States",Top Nominatim match,2026-02-21T22:27:13.262431+00:00
158,SOUTH END,FOOD PANTRIES,Catholic Charities/,Boston,,MA,,(617) 335-0208,,,"El Centro del Cardenal | Monsignor Reynolds Way,","Boston, MA 02118",42.3588336,-71.0578303,openstreetmap_nominatim,"Boston, Suffolk County, Massachusetts, United States",Top Nominatim match,2026-02-21T22:27:14.357331+00:00
159,SOUTH END,FOOD PANTRIES,Haley House Soup Kitchen,23 Dartmouth St,Boston,MA,02116,(617) 236-8132,,Thu 10:30 - 11:30 am,,"23 Dartmouth St, Boston, MA 02116",42.3436982,-71.0740189,openstreetmap_nominatim,"Maison de Mer, 23, Dartmouth Street, South End, Boston, Suffolk County, Massachusetts, 02116, United States",Top Nominatim match,2026-02-21T22:27:15.441860+00:00
160,SOUTH END,MEAL SITES,Woods Mullen Shelter,794 Massachusetts Ave,Boston,MA,02118,(617) 534-7100,,Mon - Fri,FARMERS MARKETS | ACCEPTING SNAP/HIP,"794 Massachusetts Ave, Boston, MA 02118",42.3334796,-71.0722987,openstreetmap_nominatim,"794, Massachusetts Avenue, South End, Boston, Suffolk County, Massachusetts, 02118, United States",Top Nominatim match,2026-02-21T22:27:16.525858+00:00
161,SOUTH END,MEAL SITES,NUBIA/BMC Farmers Market,725 Albany St,Boston,MA,02118,,,"Thu 12 - 3pm, July 5 - Oct 25",,"725 Albany St, Boston, MA 02118",42.3347696,-71.072267,openstreetmap_nominatim,"Shapiro Center, 725, Albany Street, South End, Boston, Suffolk County, Massachusetts, 02118, United States",Top Nominatim match,2026-02-21T22:27:17.613002+00:00
162,SOUTH END,SENIOR DINING SITES,Anna Bissonette,1640 Washington St,Boston,MA,02118,(617) 825-5000,,"Mon, Tue, Thu & Fri 11am - 1pm",,"1640 Washington St, Boston, MA 02118",42.3376354,-71.0749036,openstreetmap_nominatim,"1640, Washington Street, South End, Boston, Suffolk County, Massachusetts, 02118, United States",Top Nominatim match,2026-02-21T22:27:18.695469+00:00
163,SOUTH END,SENIOR DINING SITES,South End Unity,80 W Dedham St,Boston,MA,02118,(617) 825-5000,,"Mon - Fri, 11:30 - 1pm",,"80 W Dedham St, Boston, MA 02118",42.3417723,-71.0728741,openstreetmap_nominatim,"Torre Unidad, 80, West Dedham Street, Villa Victoria, South End, Boston, Suffolk County, Massachusetts, 02118, United States",Top Nominatim match,2026-02-21T22:27:19.781794+00:00
164,SOUTH END,SENIOR DINING SITES,Kit Clark at South End,25 Isabella St,Boston,MA,02116,(617) 825-5000,,"Mon - Fri, 11am - 1pm",Cardinal Medeiros Center | AFFORDABLE FRUIT & | VEGETABLE SOURCES,"25 Isabella St, Boston, MA 02116",42.3489005,-71.0702205,openstreetmap_nominatim,"Our Lady of Victories Church, 25, Isabella Street, Bay Village, Back Bay, Boston, Suffolk County, Massachusetts, 02116, United States",Top Nominatim match,2026-02-21T22:27:20.865398+00:00
165,SOUTH END,SENIOR DINING SITES,Fair Foods at,100 W Dedham St,Boston,MA,02118,(617) 288-6185,,Tue 2 - 3pm,Villa Victoria Plaza Betances | SNAP APPLICATION | ASSISTANCE,"100 W Dedham St, Boston, MA 02118",42.342185,-71.0736383,openstreetmap_nominatim,"100, West Dedham Street, Villa Victoria, South End, Boston, Suffolk County, Massachusetts, 02118, United States",Top Nominatim match,2026-02-21T22:27:21.986998+00:00
166,SOUTH END,SENIOR DINING SITES,ABCD South End NPC,554 Columbus Ave,Boston,MA,02118,(617) 267-7400,,,,"554 Columbus Ave, Boston, MA 02118",42.3411552,-71.0806596,openstreetmap_nominatim,"554, Columbus Avenue, South End, Boston, Suffolk County, Massachusetts, 02199, United States",Cached result,2026-02-21T22:27:22.991747+00:00
167,WEST END/BEACON HILL,FOOD PANTRIES,Paulist Center/Wednesday,5 Park St,Boston,MA,02108,(617) 942-4460,,,Night Supper Club,"5 Park St, Boston MA 02108",42.3573121,-71.062515,openstreetmap_nominatim,"4,5,6, Park Street, Beacon Hill, Boston, Suffolk County, Massachusetts, 02108, United States",Top Nominatim match,2026-02-21T22:27:23.070020+00:00
167,WEST END/BEACON HILL,MEAL SITES,The Paulist Ctr.,5 Park St,Boston,MA,02108,(617) 742-4460,,,,"5 Park St, Boston, MA 02108",42.3573121,-71.062515,openstreetmap_nominatim,"4,5,6, Park Street, Beacon Hill, Boston, Suffolk County, Massachusetts, 02108, United States",Top Nominatim match,2026-02-21T22:27:24.157875+00:00
168,WEST END/BEACON HILL,MEAL SITES,Saturday’s/Sunday’s Bread,35 Bowdoin St,Boston,MA,02114,(781) 648-2564,,,Church of St. John the Evangelist,"35 Bowdoin St, Boston, MA 02114",42.2997739,-71.0723398,openstreetmap_nominatim,"35, Bowdoin Street, Mount Bowdoin, Dorchester, Boston, Suffolk County, Massachusetts, 02124, United States",Top Nominatim match,2026-02-21T22:27:25.242890+00:00
169,WEST END/BEACON HILL,MEAL SITES,Community Supper,30 Brimmer St,Boston,MA,02108,(617) 523-2377,,,,"30 Brimmer St, Boston, MA 02108",42.3577598,-71.0715153,openstreetmap_nominatim,"Church of the Advent, 30, Brimmer Street, Beacon Hill, Boston, Suffolk County, Massachusetts, 02108, United States",Top Nominatim match,2026-02-21T22:27:26.320920+00:00
170,WEST END/BEACON HILL,SENIOR DINING SITES,Kit Clark at Beacon,19 Myrtle St,Boston,MA,02114,,,"Mon - Fri, 11am - 1pm",,"19 Myrtle St, Boston, MA 02114",42.3594122,-71.0653023,openstreetmap_nominatim,"19, Myrtle Street, Beacon Hill, Boston, Suffolk County, Massachusetts, 02114, United States",Top Nominatim match,2026-02-21T22:27:27.405101+00:00
171,WEST ROXBURY,SENIOR DINING SITES,Ethos West Roxbury,20 Cheriton Rd,West Roxbury,MA,02132,,,"3rd Wed, 12:30 - 2pm",at Cheriton Grove,"20 Cheriton Rd, West Roxbury, MA 02132",42.2605686,-71.1557507,openstreetmap_nominatim,"20, Cheriton Road, Germantown, West Roxbury, Boston, Suffolk County, Massachusetts, 02132, United States",Top Nominatim match,2026-02-21T22:27:29.053039+00:00
172,WEST ROXBURY,SENIOR DINING SITES,Ethos West Roxbury,23 Spring St,Boston,MA,02132,,,"3rd Tue, 11:30am - 1pm",at AgeWell Café,"23 Spring St, Boston, MA 02132",42.2779559,-71.1616038,openstreetmap_nominatim,"23, Spring Street, West Roxbury, Boston, Suffolk County, Massachusetts, 02132, United States",Top Nominatim match,2026-02-21T22:27:30.163087+00:00
173,WEST ROXBURY,SENIOR DINING SITES,Ethos West Roxbury,1716 Centre St,West Roxbury,MA,02132,,,Fri 11:30am - 2pm,at Roche Center,"1716 Centre St, West Roxbury, MA 02132",42.2786989,-71.1596012,openstreetmap_nominatim,"Centre Street, West Roxbury, Boston, Suffolk County, Massachusetts, 02132, United States",Top Nominatim match,2026-02-21T22:27:31.327680+00:00
