geoid,county,tract,lat,lng,snap_rate,total_households,snap_households
25025000101,Suffolk,000101,42.360567499999995,-71.13305935714286,0.07543859649122807,570,43
25025000102,Suffolk,000102,42.35902415789473,-71.14534605263157,0.24113475177304963,1551,374
25025000201,Suffolk,000201,42.353553559999995,-71.16173079999999,0.05817028027498678,1891,110
25025000202,Suffolk,000202,42.352758272727264,-71.15472922727271,0.13049180327868853,1525,199
25025000301,Suffolk,000301,42.353809705882355,-71.1677475882353,0.023549201009251473,1189,28
25025000302,Suffolk,000302,42.347671000000005,-71.166634375,0.07227138643067847,1356,98
25025000401,Suffolk,000401,42.34366465000001,-71.1496186,0.17702513966480446,2864,507
25025000402,Suffolk,000402,42.34423342857143,-71.15815309523809,0.02850877192982456,1368,39
25025000502,Suffolk,000502,42.33746628125001,-71.1568819375,0.06227544910179641,1670,104
25025000503,Suffolk,000503,42.3396992,-71.14998926666667,0.03460514640638864,1127,39
25025000505,Suffolk,000505,42.342853769230764,-71.1411686923077,0.20883164673413063,1087,227
25025000506,Suffolk,000506,42.339960789473686,-71.1459602105263,0.15469208211143695,1364,211
25025000601,Suffolk,000601,42.35086358333334,-71.14834979166666,0.0381328073635766,1521,58
25025000603,Suffolk,000603,42.347168692307704,-71.14543092307693,0.2892209178228389,937,271
25025000604,Suffolk,000604,42.350987499999995,-71.14011471428572,0.09298245614035087,1140,106
25025000701,Suffolk,000701,42.346964176470586,-71.13772135294117,0.07015857760691975,2081,146
25025000703,Suffolk,000703,42.351357944444445,-71.12738633333332,0.05,980,49
25025000704,Suffolk,000704,42.34965456250001,-71.1335665625,0.05233380480905234,2121,111
25025000804,Suffolk,000804,42.3590596,-71.13135510000001,0.17857142857142858,1232,220
25025000805,Suffolk,000805,42.3534483076923,-71.12949176923077,0.06728704366499642,1397,94
25025000806,Suffolk,000806,42.363139928571435,-71.12645217857143,0.0,758,0
25025010103,Suffolk,010103,42.34995615384616,-71.10390023076924,0.0213903743315508,374,8
25025010104,Suffolk,010104,42.34896994117647,-71.09460770588237,0.09205776173285199,1662,153
25025010204,Suffolk,010204,42.34637171428572,-71.10359128571427,0.02862595419847328,1048,30
25025010205,Suffolk,010205,42.34309855555556,-71.09979700000001,0.061875480399692546,2602,161
25025010206,Suffolk,010206,42.34660373333334,-71.093222,0.058493589743589744,1248,73
25025010300,Suffolk,010300,42.3394748,-71.10004326666667,0.08438818565400844,237,20
25025010403,Suffolk,010403,42.34529125,-71.088267375,0.09948246118458884,1739,173
25025010404,Suffolk,010404,42.34182241666667,-71.08921208333335,0.07229894394800974,1231,89
25025010405,Suffolk,010405,42.34132243999999,-71.08973632000001,0.4430992736077482,826,366
25025010408,Suffolk,010408,42.343343999999995,-71.0961144,0.08409090909090909,880,74
25025010500,Suffolk,010500,42.344595687500004,-71.0840105,0.08285385500575373,1738,144
25025010600,Suffolk,010600,42.347512411764704,-71.07928517647058,0.08217203267659778,2081,171
25025010701,Suffolk,010701,42.34969507142857,-71.08444364285715,0.003834355828220859,1304,5
25025010702,Suffolk,010702,42.35160986666667,-71.07574319999999,0.04840032813781788,1219,59
25025010801,Suffolk,010801,42.35436881818182,-71.07683263636363,0.007623888182973317,1574,12
25025010802,Suffolk,010802,42.351342833333334,-71.086275,0.020493956910141883,1903,39
25025020101,Suffolk,020101,42.35778976923076,-71.06957123076924,0.0,2487,0
25025020200,Suffolk,020200,42.36035981818182,-71.06906863636364,0.0891812865497076,2052,183
25025020301,Suffolk,020301,42.3638265882353,-71.06835635294117,0.0764381402679275,1269,97
25025020302,Suffolk,020302,42.3594681,-71.06406890000001,0.08514190317195326,599,51
25025020304,Suffolk,020304,42.36365708333333,-71.06146316666666,0.012345679012345678,729,9
25025020305,Suffolk,020305,42.366338666666664,-71.0648284,0.14688128772635814,1988,292
25025030100,Suffolk,030100,42.366614999999996,-71.05624963636365,0.020525451559934318,1218,25
25025030200,Suffolk,030200,42.364991636363634,-71.05714518181819,0.08950617283950617,972,87
25025030301,Suffolk,030301,42.35985753582676,-71.05079123336782,0.018633540372670808,805,15
25025030302,Suffolk,030302,42.360329500000006,-71.05771200000001,0.06774193548387097,930,63
25025030400,Suffolk,030400,42.36404094117647,-71.05384170588235,0.05930735930735931,2310,137
25025030500,Suffolk,030500,42.36737174967934,-71.0542177635781,0.05300077942322681,1283,68
25025040100,Suffolk,040100,42.37316271428572,-71.06011542857144,0.0978441127694859,1206,118
25025040200,Suffolk,040200,42.37699814285714,-71.05724000000001,0.2688679245283019,636,171
25025040300,Suffolk,040300,42.37879294736842,-71.06383552631578,0.07237746220797069,2183,158
25025040401,Suffolk,040401,42.374742600000005,-71.06575820000002,0.12590799031476999,1239,156
25025040600,Suffolk,040600,42.38308628125001,-71.07032381249999,0.08291873963515754,1809,150
25025040801,Suffolk,040801,42.378135508854704,-71.05405388633133,0.1977294228949858,2114,418
25025050101,Suffolk,050101,42.38165285714285,-71.03887514285715,0.3093126385809313,1804,558
25025050200,Suffolk,050200,42.37745089473683,-71.03541547368421,0.17189249720044794,1786,307
25025050300,Suffolk,050300,42.37260935778465,-71.04196117433916,0.30550621669627,1689,516
25025050400,Suffolk,050400,42.368655363636364,-71.03825772727272,0.06200787401574803,1016,63
25025050500,Suffolk,050500,42.37067626666667,-71.03269486666666,0.030272452068617558,991,30
25025050600,Suffolk,050600,42.37227227272727,-71.03744145454546,0.10776942355889724,798,86
25025050700,Suffolk,050700,42.375697142857135,-71.033851,0.15060975609756097,1640,247
25025050901,Suffolk,050901,42.382275125,-71.03006620833334,0.11521739130434783,1380,159
25025051000,Suffolk,051000,42.38735433333333,-71.01572788888889,0.15541211519364448,2014,313
25025051101,Suffolk,051101,42.38695382142857,-71.00364621428571,0.10742857142857143,2625,282
25025051200,Suffolk,051200,42.36668576985804,-71.0354634481101,0.051712992889463474,1547,80
25025060101,Suffolk,060101,42.33441361538461,-71.028788,0.006318207926479035,1741,11
25025060200,Suffolk,060200,42.332807428571435,-71.03275942857144,0.01040582726326743,961,10
25025060301,Suffolk,060301,42.333101733333336,-71.03709339999999,0.037037037037037035,1701,63
25025060400,Suffolk,060400,42.33274127777778,-71.04286283333333,0.031932773109243695,2380,76
25025060501,Suffolk,060501,42.33677893333334,-71.04045533333333,0.024536805207811718,1997,49
25025060601,Suffolk,060601,42.339332142857145,-71.04944914285714,0.044381491973559964,1059,47
25025060602,Suffolk,060602,42.344053124999995,-71.046123125,0.026936026936026935,297,8
25025060603,Suffolk,060603,42.34733966666666,-71.04189688888889,0.013513513513513514,814,11
25025060604,Suffolk,060604,42.351974051775365,-71.04592261779038,0.01350621285791464,1851,25
25025060700,Suffolk,060700,42.3386485,-71.05412900000002,0.4053751399776036,893,362
25025060800,Suffolk,060800,42.335641230769234,-71.05194253846153,0.06766575840145322,2202,149
25025061000,Suffolk,061000,42.33152092307693,-71.05055307692308,0.3162118780096308,1246,394
25025061101,Suffolk,061101,42.32570772727273,-71.0545020909091,0.5162393162393163,1170,604
25025061201,Suffolk,061201,42.33211689473685,-71.05784936842106,0.011389521640091117,878,10
25025061203,Suffolk,061203,42.34202582352941,-71.05659947058824,0.014431239388794566,1178,17
25025061204,Suffolk,061204,42.345556,-71.05242245454546,0.016339869281045753,612,10
25025070102,Suffolk,070102,42.35509,-71.06232683333333,0.2894248608534323,1078,312
25025070103,Suffolk,070103,42.347739000000004,-71.06043877777778,0.12585034013605442,294,37
25025070104,Suffolk,070104,42.35105692857143,-71.0575977857143,0.033987915407854986,1324,45
25025070201,Suffolk,070201,42.3495934,-71.06578850000001,0.3188405797101449,966,308
25025070202,Suffolk,070202,42.35035323076924,-71.06216330769232,0.20273455917020272,2121,430
25025070301,Suffolk,070301,42.345984416666674,-71.0716775,0.04883720930232558,1290,63
25025070302,Suffolk,070302,42.35001591666667,-71.07020191666668,0.26755555555555555,1125,301
25025070402,Suffolk,070402,42.34557040000001,-71.06494466666666,0.31229050279329607,1790,559
25025070501,Suffolk,070501,42.343027799999994,-71.0697485,0.021105527638190954,995,21
25025070502,Suffolk,070502,42.34129674999999,-71.07359149999999,0.2505020080321285,1992,499
25025070600,Suffolk,070600,42.343338384615386,-71.076139,0.008880994671403197,1126,10
25025070700,Suffolk,070700,42.345733499999994,-71.0762555,0.09821428571428571,1568,154
25025070801,Suffolk,070801,42.34010357142857,-71.08300428571428,0.1624087591240876,548,89
25025070802,Suffolk,070802,42.3417696923077,-71.08030892307693,0.08540685944855414,1487,127
25025070901,Suffolk,070901,42.33770133333333,-71.07941583333333,0.3837920489296636,654,251
25025070902,Suffolk,070902,42.339005888888884,-71.07763277777778,0.18632958801498128,1068,199
25025071101,Suffolk,071101,42.33587466666667,-71.07312083333332,0.2094843462246777,2172,455
25025071201,Suffolk,071201,42.339521166666664,-71.06819405555557,0.2707150964812713,1762,477
25025080100,Suffolk,080100,42.32781988461538,-71.07274242307692,0.335149863760218,734,246
25025080300,Suffolk,080300,42.32745035294118,-71.07995929411766,0.3844515441959531,939,361
25025080401,Suffolk,080401,42.33210314285714,-71.08087980952381,0.41892832289492,1437,602
25025080500,Suffolk,080500,42.335216181818176,-71.08313627272726,0.38396349413298564,1534,589
25025080601,Suffolk,080601,42.33249395833332,-71.08820416666669,0.3988439306358382,692,276
25025080801,Suffolk,080801,42.3342579090909,-71.0967659090909,0.5710616438356164,1168,667
25025080900,Suffolk,080900,42.33214868749999,-71.1014319375,0.021397105097545627,1589,34
25025081001,Suffolk,081001,42.33285688461538,-71.106254,0.3312933496532028,2451,812
25025081101,Suffolk,081101,42.327350583333335,-71.11286808333334,0.041720990873533245,767,32
25025081102,Suffolk,081102,42.32938261111111,-71.10706933333333,0.13205907906168549,1151,152
25025081200,Suffolk,081200,42.3243249375,-71.103552125,0.5296875,1280,678
25025081301,Suffolk,081301,42.31889820000001,-71.09917286666665,0.5654450261780105,1146,648
25025081302,Suffolk,081302,42.3193643125,-71.0959881875,0.5883977900552486,1086,639
25025081400,Suffolk,081400,42.32795388461538,-71.09435465384614,0.2379471228615863,1286,306
25025081500,Suffolk,081500,42.320375,-71.09289994736842,0.2744323790720632,1013,278
25025081700,Suffolk,081700,42.322864550000006,-71.08595915000001,0.4033653846153846,2080,839
25025081800,Suffolk,081800,42.32031830000001,-71.08021720000002,0.4003103180760279,1289,516
25025081900,Suffolk,081900,42.31542030434782,-71.08959791304348,0.2673656618610747,1526,408
25025082000,Suffolk,082000,42.31351788888889,-71.0840466111111,0.3850837138508371,1314,506
25025082100,Suffolk,082100,42.309528058823524,-71.085988,0.498415572657311,2209,1101
25025090100,Suffolk,090100,42.302635800000004,-71.0819257,0.4548254620123203,1948,886
25025090200,Suffolk,090200,42.30696822222221,-71.0796335,0.5183673469387755,735,381
25025090300,Suffolk,090300,42.31101178947368,-71.07598773684212,0.4444444444444444,1125,500
25025090400,Suffolk,090400,42.31703131578948,-71.07461236842104,0.5154884829229547,1259,649
25025090600,Suffolk,090600,42.322816374999995,-71.0734960625,0.25504151838671413,843,215
25025090700,Suffolk,090700,42.323177,-71.05910476923076,0.20861797162375198,1903,397
25025090901,Suffolk,090901,42.31740697294691,-71.04417638185662,0.26455787203450754,1391,368
25025091001,Suffolk,091001,42.31111996683386,-71.05338499769492,0.16301369863013698,1460,238
25025091100,Suffolk,091100,42.315521277777776,-71.05659188888887,0.13598326359832635,1912,260
25025091200,Suffolk,091200,42.31608766666667,-71.06236023809524,0.2514011208967174,1249,314
25025091300,Suffolk,091300,42.320083411764706,-71.06687270588235,0.4190260475651189,883,370
25025091400,Suffolk,091400,42.314930499999996,-71.07031075,0.37727666955767564,1153,435
25025091500,Suffolk,091500,42.31175225,-71.0644801,0.24772431729518857,1538,381
25025091600,Suffolk,091600,42.305608400000004,-71.06168339999999,0.3187984496124031,1032,329
25025091700,Suffolk,091700,42.30446925,-71.06590468750001,0.27537688442211056,995,274
25025091800,Suffolk,091800,42.3070335,-71.07120185,0.34801762114537443,1362,474
25025091900,Suffolk,091900,42.3011682631579,-71.07489536842105,0.3803418803418803,1404,534
25025092000,Suffolk,092000,42.29987986363637,-71.06756586363636,0.24486486486486486,1850,453
25025092101,Suffolk,092101,42.29818579485568,-71.05398446029572,0.13864942528735633,2784,386
25025092200,Suffolk,092200,42.295088222222226,-71.06680005555556,0.20320855614973263,1122,228
25025092300,Suffolk,092300,42.29391221428572,-71.0747732857143,0.3228813559322034,1180,381
25025092400,Suffolk,092400,42.296194099999994,-71.08505134999999,0.5416078984485191,2127,1152
25025100100,Suffolk,100100,42.29047680952382,-71.08722147619048,0.4934210526315789,1976,975
25025100200,Suffolk,100200,42.28489243750001,-71.08595356250001,0.39961575408261285,1041,416
25025100300,Suffolk,100300,42.282979399999995,-71.07992,0.30286168521462636,1258,381
25025100400,Suffolk,100400,42.28153166666666,-71.07234050000001,0.2538584353379457,1879,477
25025100500,Suffolk,100500,42.288929304347825,-71.07137404347826,0.3348467650397276,2643,885
25025100601,Suffolk,100601,42.29067946666666,-71.05644000000001,0.23295985060690944,2142,499
25025100603,Suffolk,100603,42.2898832661411,-71.04505166403075,0.09378531073446328,885,83
25025100700,Suffolk,100700,42.28299557692307,-71.05004088461538,0.06253369272237197,1855,116
25025100800,Suffolk,100800,42.279171900000016,-71.06026820000001,0.23453700393278512,2797,656
25025100900,Suffolk,100900,42.27370740740741,-71.07685974074076,0.21467556094602788,1649,354
25025101001,Suffolk,101001,42.273093640000006,-71.10081728000002,0.19981751824817517,2192,438
25025101002,Suffolk,101002,42.27371209090909,-71.08580522727273,0.3708061002178649,2295,851
25025101101,Suffolk,101101,42.28410349999999,-71.09569165,0.2664647993943982,1321,352
25025101102,Suffolk,101102,42.27989686363637,-71.09247472727273,0.43817052512704685,1771,776
25025110104,Suffolk,110104,42.2928408125,-71.1211075625,0.2969230769230769,650,193
25025110105,Suffolk,110105,42.298286916666676,-71.11179066666666,0.06405990016638935,1202,77
25025110106,Suffolk,110106,42.292226562500005,-71.11664475,0.0792838874680307,782,62
25025110201,Suffolk,110201,42.28018876923076,-71.11742684615386,0.3143483023001095,913,287
25025110301,Suffolk,110301,42.287661944444444,-71.11425183333333,0.13524590163934427,976,132
25025110401,Suffolk,110401,42.28641449999999,-71.1233741875,0.29645390070921984,1410,418
25025110403,Suffolk,110403,42.27767473913043,-71.12704317391307,0.15091210613598674,1809,273
25025110501,Suffolk,110501,42.281545933333334,-71.14198406666667,0.026729559748427674,1272,34
25025110502,Suffolk,110502,42.28323893333334,-71.13167086666665,0.15060588574725908,1733,261
25025110601,Suffolk,110601,42.295358949999994,-71.1401075,0.024300441826215022,1358,33
25025110607,Suffolk,110607,42.29003781818182,-71.13549022727273,0.07258460029426189,2039,148
25025120103,Suffolk,120103,42.31217564285715,-71.11799864285713,0.02680965147453083,746,20
25025120104,Suffolk,120104,42.304843454545455,-71.11739731818182,0.1267092069279854,1097,139
25025120105,Suffolk,120105,42.30993970967742,-71.12642190322582,0.014629049111807733,957,14
25025120201,Suffolk,120201,42.30497700000001,-71.10848899999998,0.051756885090218425,2106,109
25025120301,Suffolk,120301,42.312566937499994,-71.1016879375,0.1694997571636717,2059,349
25025120400,Suffolk,120400,42.31478176666666,-71.11298316666667,0.15379449294828745,2978,458
25025120500,Suffolk,120500,42.32087130769231,-71.10475576923076,0.10744580584354382,1061,114
25025120600,Suffolk,120600,42.319269250000005,-71.10891075,0.0,1199,0
25025120700,Suffolk,120700,42.32389152941176,-71.11170294117649,0.11452810180275716,943,108
25025130101,Suffolk,130101,42.29043092307692,-71.16301984615386,0.04313871327631089,2689,116
25025130200,Suffolk,130200,42.287685107142856,-71.1554699642857,0.04039301310043668,1832,74
25025130300,Suffolk,130300,42.280188346153835,-71.15138423076922,0.022847100175746926,1707,39
25025130402,Suffolk,130402,42.2730525483871,-71.16845393548387,0.1425233644859813,2140,305
25025130404,Suffolk,130404,42.2687471,-71.15768420000002,0.11811594202898551,1380,163
25025130406,Suffolk,130406,42.25874773684212,-71.1507772631579,0.3056179775280899,2225,680
25025140102,Suffolk,140102,42.247135300000004,-71.13661246666668,0.1419753086419753,1782,253
25025140105,Suffolk,140105,42.26806514285715,-71.1249551904762,0.1850187265917603,1335,247
25025140106,Suffolk,140106,42.275444,-71.13645154545453,0.3568665377176016,1034,369
25025140107,Suffolk,140107,42.25736214285714,-71.12883461904761,0.2946817785527463,1147,338
25025140201,Suffolk,140201,42.240039499999995,-71.12873396666667,0.08862034239677745,993,88
25025140202,Suffolk,140202,42.25003079166665,-71.11860841666665,0.11073500967117988,2068,229
25025140300,Suffolk,140300,42.25817591428573,-71.11964934285714,0.23135685703892325,2749,636
25025140400,Suffolk,140400,42.26994375675676,-71.11217362162162,0.20933246921581336,3086,646
25025160102,Suffolk,160102,42.392260642857146,-71.02905507142859,0.19759450171821305,1164,230
25025160103,Suffolk,160103,42.38798223076923,-71.03015815384614,0.2804979253112033,1205,338
25025160200,Suffolk,160200,42.39001613333333,-71.03539153333332,0.27354627354627353,1221,334
25025160300,Suffolk,160300,42.38801933333333,-71.04250257142856,0.22573363431151242,1329,300
25025160400,Suffolk,160400,42.395678730769234,-71.04093849999998,0.12046543463381246,1461,176
25025160501,Suffolk,160501,42.39850327777778,-71.03298855555556,0.23236935565702688,1971,458
25025160502,Suffolk,160502,42.3963325,-71.0204193,0.2510775862068966,1856,466
25025160601,Suffolk,160601,42.40198628571428,-71.0274196190476,0.18351577591757887,1553,285
25025160602,Suffolk,160602,42.40650747619047,-71.0348327142857,0.19557195571955718,1626,318
25025170101,Suffolk,170101,42.40828299999999,-71.0226518125,0.13452914798206278,1115,150
25025170102,Suffolk,170102,42.41322207142857,-71.02477992857142,0.18888186986734049,1583,299
25025170200,Suffolk,170200,42.417069999999995,-71.0194545625,0.2793814432989691,1940,542
25025170301,Suffolk,170301,42.42241125,-71.01637485,0.09969788519637462,1986,198
25025170302,Suffolk,170302,42.435353032258064,-71.01370525806452,0.07009345794392523,1712,120
25025170400,Suffolk,170400,42.42083747826087,-71.00176486956525,0.19393939393939394,1980,384
25025170502,Suffolk,170502,42.43434283546031,-70.97520167708063,0.19356833642547927,1617,313
25025170503,Suffolk,170503,42.42086526357387,-70.98873278064423,0.1527165932452276,681,104
25025170504,Suffolk,170504,42.412767503944956,-70.99326716845572,0.10996835443037975,1264,139
25025170601,Suffolk,170601,42.40669893333333,-71.00862549999998,0.16411378555798686,1828,300
25025170701,Suffolk,170701,42.4010084711793,-70.99538628842471,0.17270788912579957,938,162
25025170702,Suffolk,170702,42.40658640909091,-70.99804454545455,0.22667217175887697,2422,549
25025170800,Suffolk,170800,42.3956555509741,-70.9876838384477,0.1095392077607114,2474,271
25025180101,Suffolk,180101,42.38594286947259,-70.97855897922375,0.19261962692619627,2466,475
25025180200,Suffolk,180200,42.379322095238095,-70.98754704761906,0.0660377358490566,1908,126
25025180301,Suffolk,180301,42.37297017137887,-70.98985468311315,0.04208754208754209,1188,50
25025180400,Suffolk,180400,42.37538227401094,-70.97862761244245,0.13079667063020214,841,110
25025180500,Suffolk,180500,42.366620127426806,-70.97105824920078,0.06545454545454546,1925,126
25025980900,Suffolk,980900,42.283441625,-71.18087381250001,0.19230769230769232,26,5
25025981000,Suffolk,981000,42.300845599999995,-71.1233052,0.0,16,0
25025981100,Suffolk,981100,42.286631305555574,-71.10623100000001,0.0,4,0
25025981300,Suffolk,981300,42.367810098420634,-71.0116618255316,0.0,18,0
25025981800,Suffolk,981800,42.333024206896575,-71.10849662068966,0.0,28,0
